trans_date_trans_time,cc_num,merchant,category,amt,gender,city_pop,trans_num,merch_lat,merch_long,age,trans_hour,trans_day_of_week,trans_weekend,trans_month,distance,avg_amt,total_transactions,total_fraud,fraud_rate,merchant_encoded,job_encoded,category_entertainment,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel
2020-10-02 22:35:01,375848982312810,fraud_Erdman-Ebert,personal_care,48.29,1,258,f4041f25763e1a71392408d11f0da665,30.556759000000003,-97.790443,76,22,4,0,10,104.8595177958782,61.62485207100591,2197,11,0.0050068274920345,161,494,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-02-06 10:26:43,3560697798177746,fraud_Kutch LLC,gas_transport,59.74,1,4677,8af86b522df5975bb6b2e7d35c62db94,32.765675,-115.520345,63,10,2,0,2,130.218963702475,64.79201822323463,2195,12,0.0054669703872437,358,265,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-12-17 01:57:44,4319584480204988982,fraud_Padberg-Welch,grocery_pos,124.93,0,502,964e00f91b9de76e0119839b001e2f20,36.239089,-81.999775,59,1,1,0,12,121.48652103082556,61.59278862624186,2919,8,0.0027406646111682,472,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-09-07 14:01:19,6540981358631302,fraud_Turner LLC,travel,371.78,1,673342,47f593a5870be0af5b4d6ebb15728451,42.16451,-83.962688,52,14,5,1,9,72.89291037890992,64.00928131416838,1461,8,0.0054757015742642,639,401,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-11-13 15:14:41,375974680629816,"fraud_Metz, Russel and Metz",kids_pets,66.69,0,2376,9a4d40a22110310795106d8b8b6146ec,42.215539,-72.641924,47,15,4,0,11,70.08420300483914,59.82469764263752,2927,15,0.0051247010591048,424,225,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-03-28 01:16:46,6538891242532018,fraud_Smitham-Schiller,grocery_net,80.66,0,7155,5e2d51925cda786184f55e57a340c056,36.429699,-90.374416,43,1,5,1,3,67.11076437226986,87.50966712266302,4386,16,0.0036479708162334,585,162,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-10-13 14:08:19,639023984367,fraud_Deckow-Dare,food_dining,32.57,0,69,4e16be0672e30305d19819e47c3011de,44.216206,-73.977622,29,14,1,0,10,90.32073326164728,61.646810958904105,3650,14,0.0038356164383561,129,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-30 02:28:51,4128730454058057622,"fraud_Willms, Kris and Bergnaum",shopping_pos,73.16,0,43,ff73ba71db6e2534a8b710be3065415a,31.784574,-94.228662,70,2,1,0,6,90.66644839375935,59.96161301369863,2920,0,0.0,670,171,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-12-10 09:01:51,3525590521269779,"fraud_Huel, Hammes and Witting",grocery_pos,44.35,1,6006,1fbf280df18680cfb8f1b6f38188bdbb,36.431441,-78.479313,36,9,3,0,12,87.25399651039844,59.22615005476451,3652,9,0.0024644030668127,270,329,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-06-30 12:20:59,3527536963490470,fraud_Weber and Sons,food_dining,10.65,0,1725,539d44bb9757e6e2808d93e1b6db301a,31.954508,-81.770075,44,12,6,1,6,122.87481220528598,57.176020799124245,3654,15,0.0041050903119868,657,426,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-20 19:35:04,371226440126102,fraud_Kassulke Inc,entertainment,5.02,0,1810,aff8042764b9e2c52aace7dd676e08f3,39.473015,-88.30995300000001,44,19,3,0,6,100.7001626040999,58.238453099286886,3646,15,0.0041140976412506,294,385,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-02 18:22:18,571365235126,"fraud_Schroeder, Hauck and Treutel",entertainment,15.67,0,372,fbbe56412dd06dc5fcfa0f62563a6112,43.666882,-86.334608,23,18,1,0,7,104.14735855874775,59.39297439414723,4374,10,0.002286236854138,567,189,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-19 13:47:25,4178097073221156,fraud_Johns-Hoeger,entertainment,126.34,0,3104,c27f2da154227398d838e843f310bfec,42.81239,-86.13249,38,13,5,1,10,100.447424187055,90.5516210045662,2190,0,0.0,289,231,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-04 23:02:12,6592243974328236,fraud_Yost-Rogahn,personal_care,24.44,1,214703,7c6c047b4616bb5e5418fa57d14db672,32.058732,-86.70539699999999,24,23,3,0,7,51.2544426528148,65.66360902255639,1463,7,0.0047846889952153,684,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-13 16:13:32,30273037698427,fraud_Padberg-Rogahn,entertainment,74.6,1,111,5cee919f7938dbd03e0699de1029bdb7,36.206494,-91.713244,18,16,0,0,5,73.87665536786525,72.74936228571428,4375,8,0.0018285714285714,470,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-07 14:37:26,3526826139003047,fraud_Shields-Wunsch,health_fitness,10.65,1,1126,9e042dbeaf3607b85305bae7d4a3ae9f,44.776513,-85.867127,65,14,0,0,9,89.06958862373928,61.158471794871794,2925,11,0.0037606837606837,579,205,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-12-24 02:51:51,4228411452607671,fraud_Huels-Hahn,gas_transport,62.72,1,6025,91a8302a4697d3255069a578811f46cf,44.61221,-70.052735,25,2,3,0,12,33.04373366995154,57.58568521031208,737,8,0.010854816824966,272,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-22 19:41:10,3540862542587229,fraud_Johns Inc,entertainment,42.37,0,369,4b695f423d8d8ff523fdd0828c3b5e96,45.273325,-110.557441,77,19,0,0,4,53.29314675080984,67.89340970350403,742,12,0.0161725067385444,288,287,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-06 13:52:43,4450831335606294,fraud_Kozey-Kuhlman,personal_care,89.28,0,1760,971e441e536697810926775a98d8a463,34.209327,-94.491882,46,13,6,1,1,91.8522928199324,66.42870085470086,2925,12,0.0041025641025641,338,316,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-07-11 16:06:20,213186551511454,fraud_Ruecker-Mayert,kids_pets,24.86,1,47,03370573131630d719bca6ece2a860db,43.493631,-71.466549,68,16,3,0,7,112.06776613216836,60.93216621253406,734,6,0.0081743869209809,537,77,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-12-28 12:36:09,2224100459250597,fraud_Feil-Morar,health_fitness,62.07,0,1293,3d48548c239f5e1f438408cc88f8f74c,29.986031,-82.37755899999999,57,12,0,0,12,118.92269662331464,65.5874897680764,733,5,0.0068212824010914,171,309,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-02-16 09:35:16,2285066385084291,fraud_Hudson-Ratke,grocery_pos,57.88,1,4573,5bc5cfa91a9547c16fa88186120d6705,31.370599,-89.68727,32,9,6,1,2,86.5523264196634,64.87805044308112,1467,10,0.0068166325835037,268,189,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-01-04 03:55:52,4018105808392773675,"fraud_Bernhard, Grant and Langworth",shopping_pos,9.46,0,1533,0c91a785e1bb57e98b10403e7703ee38,41.142373,-73.83174100000001,84,3,5,1,1,101.78083752597426,63.25386456908344,1462,5,0.0034199726402188,48,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-01-16 15:47:28,371226440126102,fraud_Pacocha-Bauch,shopping_pos,4.46,0,1810,65fad974ebd7928dd5cabe172468f03d,39.649567,-89.715689,44,15,2,0,1,89.52146813404055,58.238453099286886,3646,15,0.0041140976412506,467,385,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-03-14 00:29:46,4449530933957323,fraud_Boyer PLC,misc_pos,1130.09,0,337,5ac4474b420d211d637fd61eedcfa51a,38.777842,-122.908531,65,0,5,1,3,59.50734183428799,61.83523776941498,2923,10,0.0034211426616489,70,316,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-03 10:47:02,6011724471098086,fraud_Cole PLC,grocery_pos,202.45,0,3684,78cc9628f07caaf1ce6149cb06ee336b,46.047132,-119.763141,37,10,6,1,3,68.4413778797068,88.70429745275267,3651,7,0.0019172829361818,94,307,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-03-03 07:59:26,3577578023716568,fraud_Gutmann Ltd,grocery_net,29.01,0,2644,2741b8b12c7b3701133e6746f10c29e9,41.276386,-80.59124200000001,36,7,1,0,3,42.89049006251874,91.72092060232715,2922,6,0.002053388090349,212,156,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-12-05 20:17:44,4469777115158234880,"fraud_Runte, Green and Emard",health_fitness,54.95,1,47249,14da29cd483305727ca682a9370cde4d,42.450777,-70.928092,40,20,5,1,12,37.13335883755151,55.21771497088045,2919,9,0.0030832476875642,540,285,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-12-27 11:33:30,501899453424,"fraud_Streich, Hansen and Veum",gas_transport,62.09,0,67082,2829abfda19d109f41b52193f584764f,33.295654,-85.923941,50,11,4,0,12,76.61093438818298,66.66652986776106,2193,8,0.0036479708162334,605,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-01-31 22:35:30,6534628260579800,"fraud_Weimann, Kuhic and Beahan",shopping_pos,1.04,0,4542,2e406b05cd15497592e88e784002471c,43.554764,-73.12155600000001,21,22,4,0,1,86.73431160270225,51.7434314396532,4383,15,0.0034223134839151,659,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-12-17 20:46:38,4149238353975790,fraud_Thiel-Thiel,entertainment,84.75,1,632,498d13eb6334e226d9d85cd5f8c55778,39.267009,-80.163443,30,20,1,0,12,93.09368826496652,96.09582477754962,2922,9,0.0030800821355236,619,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-28 16:34:13,2254917871818484,"fraud_O'Connell, Botsford and Hand",home,63.4,0,313,2a10e2efb3ac8d16ed03862e55b1aa2a,38.963217,-75.65476,44,16,5,1,11,114.96812603087515,58.55026286966046,3652,10,0.0027382256297918,456,251,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-04-15 05:44:40,4560395181594436016,fraud_Murray-Smitham,grocery_pos,191.68,0,11256,83cc9b376e013c6b85fac12a8b1a2218,38.607075,-123.353221,46,5,0,0,4,60.985662833431086,88.0754188034188,2925,13,0.0044444444444444,447,346,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-03-15 18:18:17,3591919803438423,"fraud_Haley, Jewess and Bechtelar",shopping_pos,198.18,1,54767,0e3ec320408b6f8500b24ef0c3a4db80,27.608183,-80.716364,31,18,4,0,3,107.38974259287328,58.29423481041572,2189,10,0.0045682960255824,224,422,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-31 16:29:49,374497717543058,fraud_Berge-Ullrich,home,116.77,0,1190,935cbd594798052b64124515f526e08f,47.742814,-101.728042,72,16,0,0,8,94.71674104434344,61.59708518645228,2923,11,0.0037632569278138,46,121,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-04-23 10:32:11,503874407318,fraud_Barton Inc,grocery_pos,48.14,1,1595797,c7369d4b0f843efbfe5cfc9f2cd2887a,29.811739000000003,-98.68333,44,10,3,0,4,29.32213048041572,60.25340629274966,3655,9,0.0024623803009575,25,188,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-10-27 03:37:50,370877495212014,fraud_Reynolds-Schinner,misc_pos,10.53,0,21134,2a79153212f65ebba242453b3d99b688,36.053705,-81.14410699999999,35,3,6,1,10,16.51512234234334,84.72595225027442,3644,7,0.0019209659714599,513,133,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-08-01 03:21:37,180094419304907,fraud_Hills-Olson,grocery_net,68.66,0,54287,2e373e0cd6cecdc4415af26d522ca42d,33.750727000000005,-116.415818,46,3,3,0,8,69.92453158349691,89.26690726359068,4378,4,0.0009136592051164,255,122,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-07-27 13:21:02,3589289942931264,fraud_Mante Group,misc_net,9.78,0,343,e047243934c04d463cfa7af647b5547c,44.430512,-96.853148,48,13,0,0,7,95.5350254409398,61.30808196721311,3660,16,0.0043715846994535,405,131,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-07-11 11:13:04,4904681492230012,fraud_Lockman Ltd,grocery_pos,96.98,0,722,a1f93e4fab78651fd9a14c03211d4a34,42.718302,-75.07501500000001,28,11,3,0,7,125.60352288511024,60.779007755474446,4384,15,0.0034215328467153,394,102,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-06-09 11:14:45,4302475216404898,"fraud_Reichert, Shanahan and Hayes",shopping_net,3.27,1,3032,7dca3a3b73846227c9337d2318620cf2,42.201034,-92.959637,55,11,1,0,6,90.29555641762002,67.45519817767654,2195,8,0.0036446469248291,504,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019-12-21 17:26:08,4855488158131690372,"fraud_Lang, Towne and Schuppe",kids_pets,58.4,1,970,9a53ca64a579e31bd292c5581135d704,43.757431,-72.340908,26,17,5,1,12,45.72447608458179,95.23212162623848,2927,14,0.0047830543218312,369,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-01-18 22:15:26,3506042666828517,fraud_Reichel Inc,entertainment,3.27,0,630,5d5bd6b10d65681ff4f8e904914fe8ee,38.462242,-81.26352299999999,60,22,5,1,1,46.3582108316506,62.412870159453306,2195,14,0.006378132118451,499,197,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-25 13:09:07,4939976756738216,fraud_Bernhard-Lesch,food_dining,58.97,0,18128,b133c6aed62e62cbf9dd86e6dc0d9154,26.209073,-98.4106,29,13,0,0,11,63.54850305515611,83.12869784502521,4362,12,0.0027510316368638,49,240,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-09 21:01:09,4810839835482794272,"fraud_Kuhic, Bins and Pfeffer",shopping_net,60.95,0,760,103a2a7321bd5f9dc566b8d72ac89c0c,36.059998,-94.837757,33,21,2,0,1,105.48133131802103,64.2094897260274,2920,0,0.0,347,364,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-10-30 14:04:09,4292743669224718067,"fraud_Rippin, Kub and Mann",misc_net,11.48,1,5927,4a3fcf6ce423e108a609a3d5f84bf093,38.829966,-76.712082,47,14,4,0,10,65.33090737026139,58.46455915943353,2189,8,0.0036546368204659,514,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-28 21:46:16,4998109455173950,"fraud_Kunze, Larkin and Mayert",travel,3.21,0,545147,7b3f967e74d405d57f1db775c205e752,38.811631,-93.759327,32,21,4,0,2,74.31528228330744,90.59797537619698,2924,9,0.0030779753761969,353,113,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-30 13:00:58,3597926034019603,fraud_Weimann-Lockman,kids_pets,3.68,1,9496,180d232ebd6a56f25e63cb09f8b8066e,35.721297,-89.687989,27,13,6,1,8,56.774877433596046,61.55182626538988,1462,7,0.0047879616963064,660,204,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-02-01 08:06:31,3545109339866548,"fraud_Moen, Reinger and Murphy",grocery_pos,48.25,1,2870,e3ae91891f7471511657285d01af48c9,33.869944,-89.676106,20,8,5,1,2,88.9445680962425,52.53197296058661,4364,13,0.0029789184234647,428,71,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-10-03 14:57:31,503848303379,"fraud_Denesik, Powlowski and Pouros",home,31.19,1,3776,4e9959474a1938e9bd807df2ed0a31bf,27.199612,-82.23151,43,14,3,0,10,75.84911312359694,61.822851952770215,2202,12,0.0054495912806539,132,433,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-12-06 14:20:11,4956828990005111019,fraud_Leannon-Ward,food_dining,87.85,1,124967,22d20fb0da83b4c2bec9fffcbc71e404,41.000643,-75.092575,38,14,4,0,12,81.5715887736546,59.85805851791086,3657,10,0.0027344818156959,378,321,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-30 21:27:03,3575540972310993,fraud_McDermott-Rice,misc_pos,2.68,0,4198,0a7c684de4507589154afb2fdfe9fbed,33.996775,-90.150452,19,21,6,1,8,65.343067637424,57.20995004541326,2202,16,0.0072661217075386,414,114,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-07-06 04:37:53,4708992452821239,fraud_Durgan-Auer,misc_net,6.8,1,376,7b0ac397d4b0a26993563ba2a76560f9,36.206798,-91.710715,80,4,5,1,7,54.69942582443804,59.23732876712329,2920,0,0.0,149,121,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-07 12:17:48,4400011257587661852,"fraud_Monahan, Hermann and Johns",travel,8.84,0,509,009691a54469b43c266322f7572955ae,42.278423,-98.466565,39,12,4,0,8,90.79843881709222,60.65907508532423,2930,16,0.0054607508532423,432,312,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-03-04 13:57:18,4040099974063068803,fraud_Cormier LLC,health_fitness,75.26,1,229,46b6cbe7f15ccab6b0f80f2f8132f36a,48.905231,-101.973007,35,13,0,0,3,65.88568453229324,99.67407930720144,2194,12,0.0054694621695533,105,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-11 07:04:54,38797410705641,fraud_Halvorson Group,misc_pos,31.19,1,277,2bdd2ad40a13027e94bc0ed9af3d963f,41.769605,-73.860928,48,7,1,0,8,74.8449795803667,97.25135122838944,2198,10,0.0045495905368516,225,217,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-11 18:55:59,3596217206093829,fraud_Ratke and Sons,health_fitness,8.58,0,888,24eefdbdf570dd3bf951595933128443,40.36742,-92.888203,30,18,0,0,3,96.21634595231473,59.44377142857143,4375,14,0.0032,493,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-12-25 12:50:39,30364087349027,fraud_Barrows PLC,shopping_pos,4.21,1,7163,195c667e6f20116164f225506c30cc57,35.183706,-96.754734,37,12,2,0,12,98.9584441854048,57.08303278688525,2196,12,0.0054644808743169,22,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-10-28 23:30:03,4294930380592,fraud_Dare-Gibson,health_fitness,75.15,0,1363,d8742a7057edfae089396237eafb8499,37.113929,-80.065136,80,23,2,0,10,28.97564806900012,59.01873975409836,2928,15,0.0051229508196721,124,183,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-04-02 21:50:13,6517217825320610,fraud_Bechtelar-Rippin,food_dining,44.04,1,1196,f27bdfd6d4bc9e7b91a3473d2a415690,30.686953000000003,-90.236,60,21,1,0,4,106.69596522955476,62.21234348272323,2923,11,0.0037632569278138,34,271,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-14 12:14:20,3519232971341141,fraud_Howe PLC,entertainment,37.12,1,2208,506d19faae025094a159cdb729a525b9,39.630252,-80.09576899999999,58,12,6,1,6,119.11838233410042,68.08372869802318,1467,15,0.0102249488752556,266,295,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-06 20:18:54,4810839835482794272,fraud_Stark-Koss,home,5.94,0,760,c2c28b7e3297ad5c7e975422e42aeb4b,37.157602,-94.105462,34,20,2,0,11,43.92956930098546,64.2094897260274,2920,0,0.0,596,364,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-09-16 20:00:20,4561368699336875,fraud_Christiansen-Gusikowski,misc_pos,11.67,0,167,5a61cce2771ebd9f0173638c0b5e52be,34.572289000000005,-81.670357,31,20,2,0,9,48.819875299830166,53.39838994565217,1472,14,0.0095108695652173,93,303,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-11-22 17:58:54,3552581383553463,fraud_Zboncak Ltd,food_dining,64.09,1,5354,ad1307aa4b811f3f0e0b375cdcb5a7d4,34.271362,-84.249663,55,17,6,1,11,109.95511715550752,66.92390689183021,2191,10,0.0045641259698767,686,400,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-03 11:47:10,30357372465631,"fraud_Christiansen, Goyette and Schamberger",gas_transport,33.18,1,1628,42ecfa6f191b92b4899a8db46f8fd0d1,44.169942,-88.490726,51,11,6,1,3,78.87359626247009,60.22078697421981,737,8,0.010854816824966,92,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-06-20 18:12:39,344342339068828,fraud_Medhurst Inc,home,134.11,0,5989,a5c74c8c7ecd2d30f4fa7184a86d07b1,30.627964,-81.684678,53,18,5,1,6,87.31998185955405,64.41658302919707,2192,8,0.0036496350364963,420,449,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-08-17 14:54:47,3579200383632826,"fraud_Pouros, Walker and Spencer",kids_pets,46.35,1,1690,491a9bcc7865dc5c49802ef8390e6070,44.998612,-90.658226,43,14,5,1,8,29.83043271606082,93.0079104477612,737,8,0.010854816824966,482,240,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-06-11 02:10:49,4239552724014407,fraud_Cummings LLC,gas_transport,64.5,1,6284,3564981510128e48c8d2b44ea1b824d5,41.748776,-83.63238100000001,84,2,3,0,6,103.4570309534058,70.68541058394162,2192,9,0.0041058394160583,119,418,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-06-29 20:16:02,38295635583927,"fraud_Daugherty, Pouros and Beahan",shopping_pos,8.26,0,178,7e493389c7df3e13fae44f178bdf66d8,33.038433000000005,-100.006004,37,20,0,0,6,40.22160503621242,55.13882252559727,2930,14,0.004778156996587,127,489,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-12-13 03:38:39,4998109455173950,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,59.15,0,545147,0e2fb8a1553428c1c3e4d7af170d812f,38.61986,-94.174322,32,3,4,0,12,52.75618132584801,90.59797537619698,2924,9,0.0030779753761969,673,113,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-11-30 12:57:20,2266735643685262,"fraud_Schaefer, Fay and Hilll",entertainment,5.95,1,5901,dd15937f8b99edc544470b729cc9ae4c,34.107745,-86.962577,48,12,0,0,11,77.71453583392947,59.19739951906561,2911,9,0.0030917210580556,547,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-31 17:13:09,4952583804639909,"fraud_Streich, Rolfson and Wilderman",kids_pets,190.36,0,75903,fa90df6b105fc68f049a570693fa3832,40.582087,-81.044014,63,17,1,0,3,78.1887722172761,67.0386929884275,1469,10,0.0068073519400953,606,278,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-05-23 09:53:58,3529597930342630,fraud_Kutch and Sons,grocery_pos,95.68,0,824,1ed79abb02c9afde3d9f1a6ea655528d,42.86007,-74.70374699999999,33,9,3,0,5,10.297733859391576,53.77669157608696,1472,14,0.0095108695652173,359,483,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-11-24 17:34:13,180067151859700,fraud_Altenwerth-Kilback,home,41.28,0,128354,28b75e08f29be57c2c0771c903607adb,41.967094,-87.336642,27,17,6,1,11,76.49489456197479,88.36294842537654,2191,9,0.004107713372889,7,455,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-08-22 17:32:23,3546674063249004,fraud_Ankunding LLC,shopping_net,1.83,1,13602,2756abde39e5cc9c3fd36feb97e993df,31.708178000000004,-97.746585,35,17,3,0,8,111.14377891031867,61.34224642614023,1469,11,0.0074880871341048,8,324,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-11-29 13:01:19,372520049757633,fraud_Thompson-Gleason,health_fitness,2.64,0,136,47b78ac02bdc402cfee820afc05aa520,48.605721,-93.294314,20,13,6,1,11,0.383304749148505,71.70759826325411,4376,6,0.0013711151736745,620,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-09-30 13:31:03,6011367958204270,"fraud_Schmeler, Bashirian and Price",shopping_net,483.09,0,7646,92e01d14b687c2c7791e2836b64bac2c,41.096682,-81.914338,32,13,2,0,9,21.46951246972253,92.78409589041097,4380,0,0.0,555,292,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-05-29 21:52:38,36722699017270,fraud_Schuppe-Schuppe,food_dining,69.21,0,2872,5b291207038ddbe25a71c5b18029047d,33.889511,-111.2999,32,21,4,0,5,69.3628689389155,87.15752908966462,4383,7,0.001597079625827,576,335,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-18 03:21:01,4044436772018844508,"fraud_Huel, Hammes and Witting",grocery_pos,193.68,0,479994,194f863e2f43d9cd38655f8f01459949,40.365855,-83.54020600000001,48,3,3,0,4,85.08429586346931,88.55578804347826,736,7,0.0095108695652173,270,182,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-11-01 02:52:05,4124536010991657,fraud_McKenzie-Huels,food_dining,68.28,0,27829,dfdfccf362a664a2a177152ef85b8b57,30.56689,-88.295477,65,2,4,0,11,40.127577012679446,77.60303112313937,739,11,0.0148849797023004,418,349,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-04 15:06:26,2720433095629877,fraud_Erdman-Schaden,personal_care,3.79,1,3224,5af56b4cccd3ed5f6eb6ff8dece40ffd,44.051887,-70.617013,22,15,0,0,5,52.06008078553718,51.02070187471422,4374,16,0.0036579789666209,163,164,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-09-06 20:07:24,180081032825079,fraud_Schaefer Ltd,kids_pets,10.77,0,466,5e3f9137f658b2a949aeb30098f9b555,34.113446,-91.446848,64,20,4,0,9,63.21131960596022,58.63558139534884,1462,5,0.0034199726402188,546,480,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-11-30 23:59:37,4457732997086323466,fraud_Medhurst Inc,home,77.52,1,832,ef28a70f2d339c419f526a250d254489,37.905643,-121.220661,32,23,5,1,11,83.54796878422087,94.44321367521368,2925,11,0.0037606837606837,420,242,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-03-18 05:45:14,6011679934075347,fraud_Torp-Labadie,gas_transport,35.34,0,100,506903cfed836a913d497f38246b965f,42.053432,-105.741479,45,5,2,0,3,114.58140561129252,59.9952641165756,2196,11,0.0050091074681238,625,379,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-12-12 17:36:20,30407675418785,fraud_Hills-Boyer,personal_care,12.3,0,520,57aa9560f2fd7bd3b08a86fad8b6c772,42.970481,-77.359199,29,17,5,1,12,100.2948781762205,62.60530297843204,2921,7,0.0023964395754878,254,375,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-12-23 22:51:34,3551217896304745,"fraud_Hermiston, Pacocha and Smith",health_fitness,13.44,0,6120,ac1633ee431a8bde5930749de18d090f,44.059205,-74.40271800000001,43,22,0,0,12,20.450748403857222,84.99976451760402,4374,3,0.0006858710562414,248,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-05-18 23:03:26,6011367958204270,fraud_Kuhic LLC,shopping_net,9.57,0,7646,7cc7942de83081393ac21791e6ca5f04,40.964608,-81.992271,31,23,0,0,5,37.133691360596266,92.78409589041097,4380,0,0.0,346,292,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019-01-14 22:58:20,3533742182628021,fraud_Kub-Heaney,health_fitness,70.34,1,20478,eef308b4c6bb1d14b147ec5687b612cd,32.086133000000004,-80.688962,21,22,0,0,1,116.4791208496156,47.96338090010977,3644,10,0.0027442371020856,344,287,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-03-07 06:55:39,3564839259330465,"fraud_Roob, Conn and Tremblay",shopping_pos,1.51,1,198,659152def8df1d2a3d31d9ba08e8d7a3,37.457926,-121.424224,60,6,5,1,3,93.6398598138707,61.467571085988354,2919,5,0.0017129153819801,531,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0
